主類別(L1),次類別(L2),key,細項(L3),細項(L3) EN,細節(L4),細節(L4) EN,風險,修復難易度,Level 2 Score,Level 1 Score,Level 0 Score,OPEN API,ISO,GDPR,PCI DSS,NIST CSF,詳細情況,詳細情況 EN,修復,修復 EN,更多資訊
web,web_application,web_http_https_mixed,HTTP 與 HTTPS 混用,Mixing HTTP and HTTPS,,,M,M,33.33,2.36,1.37,8-2 使用 HTTP 強制安全傳輸協議,,,6. Develop and maintain secure systems and applications,,,,,,
web,web_application,web_http_https_mixed_http,HTTP 與 HTTPS 混用,Mixing HTTP and HTTPS,HTTP 存取 HTTPS 資訊,Accessing HTTPS Content with HTTP,M,M,,,,8-2 使用 HTTP 強制安全傳輸協議,,,6. Develop and maintain secure systems and applications,,檢測到您的網站不強制網站使用 HTTPS 瀏覽網站，可以使用HTTP對網站內容進行存取，這將導致傳輸過程中資料不被加密，進而增加資料揭露的風險。,We detected that your website does not enforce HTTPS. HTTPS encrypts the transmitted data to prevent leaking  sensitive information to adversaries.,"為避免此風險，建議參照以下準則：
•至伺服器對可進行存取之協定進行調整，關閉網站可使用 HTTP 存取功能。","To mitigate this vulnerability, we suggest the following:
• Configure your web server to disable HTTP access and enforce HTTPS.",
web,web_application,web_http_https_mixed_https,HTTP 與 HTTPS 混用,Mixing HTTP and HTTPS,HTTPS 存取 HTTP 資訊,Accessing HTTP Content with HTTPS,M,M,,,,8-2 使用 HTTP 強制安全傳輸協議,,,6. Develop and maintain secure systems and applications,,"檢測到您網站中此 HTTPS 頁面中有不安全的HTTP表單的，這可能會產生安全風險。
攻擊者可利用 HTTP 表單未加密內容的風險而使用中間人攻擊來劫持此頁面，替換或欺騙表單的目標。","We detected that your HTTPS page contains HTTP forms, which may allow an adversary to access unencrypted sensitive data through a man-in-the-middle attack by intercepting and modifying communication.","為避免此風險，建議參照以下準則：
•表單目標應指向安全的 HTTPS 頁面。
•為 Web 應用程序中的所有 HTTP POST 請求配置 HTTPS，以確保所有資源都是通過 HTTPS 加密傳輸。
•將 HTTPS 頁面上所有的 HTTP 請求用 HTTPS 取代。包含 JavaScript 檔案、CSS 樣式表、影像檔、影片檔或是其他多媒體文件連結。","To mitigate this vulnerability, we suggest the following:
• Forms should make requests to safe HTTPS endpoints.
• Ensure all information is transmitted with HTTPS by configuring HTTPS for all POST requests in the web application.
• Ensure all requests are made with HTTPS in HTTPS pages. This applies for JavaScript files, CSS styles, images, videos, or other multimedia.",
web,web_application,web_viewstate,ViewState,ViewState,,,L,L,16.67,1.18,0.68,,,,,,,,,,
web,web_application,web_viewstate_ip,ViewState,ViewState,ViewState IP 位置洩漏,ViewState Leaks IP Addresses,L,L,,,,,,,,,"檢測到您的網站在 ViewState 上下文中有序列化的IP位置洩漏
這會導致可能是預期外的 IP 位置被公開。","We detected that your website leaks IP information in the ViewState mechanism. The ViewState technique in ASP.NET stores serialized data, which may contain potentially sensitive information such as IP addresses.","為避免此風險，建議參照以下準則：
•請驗證所檢測的 IP 位置是否為機密信息。
•移除或隱藏網頁上檢測到的非公開 IP 位置。","To mitigate this vulnerability, we suggest the following:
• Ensure the leaked IP addresses are not sensitive.
• Remove any private IP addresses from the ViewState.",
web,web_application,web_viewstate_mail,ViewState,ViewState,ViewState 電子郵件洩漏,ViewState Leaks Email Addresses,L,L,,,,,,,,,"檢測到您的網站在 ViewState 上下文中有序列化的電子郵件洩漏。
這會導致可能是預期外的不公開電子郵件被公開","We detected that your website leaks email information in the ViewState mechanism. The ViewState technique in ASP.NET stores serialized data, which may contain potentially sensitive information such as email addresses.","為避免此風險，建議參照以下準則：
•請驗證所檢測的電子郵件是否為機密信息。
•移除或隱藏網頁上檢測到的非公開電子郵件。","To mitigate this vulnerability, we suggest the following:
• Ensure the leaked email addresses are not sensitive.
• Remove any email addresses that are not public from the ViewState.",
web,web_application,web_referer,Referer 資訊洩露,Informaiton Leakage in Referer Header,,,L,L,16.67,1.18,0.68,,,,,,檢測到您的網站 Referer 有洩漏資訊的風險產生，當瀏覽器向 web 伺服器傳送請求的時候，一般會帶上 Referer，協助分析使用者來源，但可能不小心包含使用者敏感資訊，例如 sessionid 或是 token 放在url中傳遞，導致以上資訊被包含在 Referer 資訊中。,"We detected that your web server leaks information in the Referer Header. Requests often include the Referer HTTP Header to help websites analyze client sources. However, they may contain sensitive information such as sessionids, cookies, or tokens, which allow adversaries to obtain critical data.","為避免此風險，建議參照以下準則：
•檢查 Referer 內容無洩漏個人敏感資訊及在 Referrer Policy 設定下列參數。
    - no-referrer
    - no-referrer-when-downgrade
    - same-origin
    - origin
    - strict-origin
    - origin-when-cross-origin
    - strict-origin-when-cross-origin
    - unsafe-url","To mitigate this vulnerability, we suggest the following:
• Ensure the leaked information does not contain PII or other sensitive data
• Configure the following directives in the Referer Policy:
    - no-referrer
    - no-referrer-when-downgrade
    - same-origin
    - origin
    - strict-origin
    - origin-when-cross-origin
    - strict-origin-when-cross-origin
    - unsafe-url",
web,certificate,cert_no_https,未提供 HTTPS,HTTPS Not Supported,,,H,M,80.00,20.00,10.00,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default (Section 21 The Data Controller shall collect, use, or disclose Personal Data according to the purpose notified to the data subject prior to or at the time of such collection.)
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的網站不使用 HTTPS。使用 HTTP 對網站內容進行存取，將導致傳輸過程中資料不被加密，進而增加資料揭露的風險。若您傳輸帳號密碼或是個資等敏感資訊，可能被駭客明文讀取進而竊取機密。,"We detected that your server does not support HTTPS. When data is transmitted via HTTP, the communication is not encrypted and an adversary may intercept and obtain sensitive information, such as identity cookies and PII, in plaintext.","為避免此風險，建議參照以下準則：
•請向您的 CA 申請憑證，並在伺服器中進行設定使用 HTTPS。
    - Windows IIS server 請參照 https://nknuahuang.wordpress.com/2020/08/07/windows-server-iis安裝ssl，設定http-強制轉-https/
    - Apache server 請參照 https://techexpert.tips/apache/enable-https-apache/
    - Nginx server 請參照 https://blog.gtwang.org/linux/nginx-create-and-install-ssl-certificate-on-ubuntu-linux/
","To mitigate this vulnerability, we suggest the following:
• Register an SSL certificate with your CA and configure your server to use HTTPS.
    - Windows IIS server: https://techexpert.tips/iis/enable-https-iis/
    - Apache server: https://techexpert.tips/apache/enable-https-apache/
    - Nginx server: http://nginx.org/en/docs/http/configuring_https_servers.html",
web,certificate,cert_ssl_too_old,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,,,H,L,6.45,4.72,2.73,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
","SSL（ Secure Sockets Layer）安全通訊端層，是一種標準技術，用於保持網際網路連線安全防止系統之間的敏感資料被駭客讀取甚至修改任何傳輸資訊。
TLS（ Transport Layer Security）傳輸層安全性，是一種取代 SSL 的加密協定，比 SSL 更能提供更高更安全的連線。使用過舊或已廢棄的協議可能導致駭客利用已知漏洞竊取傳輸中的機敏資料。",SSL (Secure Sockets Layer) is a cryptographic network protocol designed to provide secure communication over the internet. TLS (Transport Layer Security) is an enhanced version and successor of SSL. Using outdated or deprecated protocol versions may allow adversaries to exploit known vulnerabilities and exfiltrate sensitive information.,"為避免此風險，建議參照以下準則：
•請在伺服器設定中使用強度較高協定並移除有資安疑慮的舊協定。
    - Windows server 請參照 https://docs.microsoft.com/zh-tw/windows-server/security/tls/tls-registry-settings#tls-dtls-and-ssl-protocol-version-settings
    - Apache server 請參照 https://medium.com/@lawrencechuang760223/如何在apache-server下停用ssl2-0-ssl3-0-tls1-0-96120ebb333e
    - Nginx server 請參照 https://www.liaohaha.tw/2020/03/nginxtls-1011.html","To mitigate this vulnerability, we suggest the following:
• Configure your server to use newer and higher protocol versions and remove flawed protocols. 
    - Windows IIS server: https://docs.microsoft.com/zh-tw/windows-server/security/tls/tls-registry-settings#tls-dtls-and-ssl-protocol-version-settings
    - Apache server: https://www.leaderssl.com/news/471-how-to-disable-outdated-versions-of-ssl-tls-in-apache
    - Nginx server: https://techexpert.tips/nginx/nginx-disable-ssl-tls-1-0-tls-1-1/",
web,certificate,cert_ssl_too_old_ssl2,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,使用 SSL 2.0,Supports SSL 2.0,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器使用 SSL 2.0。SSL 2.0 於 1995 問世並在 2011 因嚴重資安問題而被廢棄，請停用 SSL 2.0。,We detected that your server uses SSL 2.0. SSL 2.0 was introduced in 1995 and deprecated in 2011 due to severe security flaws. Disable SSL 2.0 in your servers.,•請確認網站已停用 SSLv2。,•Please confirm that the website has disabled SSLv2.,
web,certificate,cert_ssl_too_old_ssl3,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,使用 SSL 3.0,Supports SSL 3.0,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器使用 SSL 3.0。SSL 3.0 於 1996 問世並在 2015 因嚴重資安問題而被廢棄，請停用 SSL 3.0。,We detected that your server uses SSL 3.0. SSL 3.0 was introduced in 1996 and deprecated in 2015 due to severe security flaws. Disable SSL 3.0 in your servers.,•請確認網站已停用 SSLv3。,• Please confirm that the website has disabled SSLv3.,
web,certificate,cert_ssl_too_old_tls1,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,使用 TLS 1.0,Supports TLS 1.0,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器使用 TLS 1.0。TLS 1.0 於 1999 問世並在 2020 因資安問題而被廢棄，請停用 TLS 1.0。,We detected that your server uses TLS 1.0. TLS 1.0 was introduced in 1999 and deprecated in 2020 due to severe security flaws. Disable TLS 1.0 in your servers.,•請確認網站已停用 TLS 1.0。,• Please confirm that the website has disabled TLS 1.0.,
web,certificate,cert_ssl_too_old_tls1_1,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,使用 TLS 1.1,Supports TLS 1.1,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器使用 TLS 1.1。TLS 1.1 於 2006 問世並在 2020 因資安問題而被廢棄，請停用 TLS 1.1。,We detected that your server uses TLS 1.1. TLS 1.1 was introduced in 2006 and deprecated in 2020 due to severe security flaws. Disable TLS 1.1 in your servers.,•請確認網站已停用 TLS 1.1。,• Please confirm that the website has disabled TLS 1.1.,
web,certificate,cert_ssl_too_old_tls1_2,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,未使用 TLS 1.2,No Support for TLS 1.2,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器未使用 TLS 1.2。TLS 1.2 於 2008 問世並為建議使用的最低版本。,We detected that your server does not support TLS 1.2. TLS 1.2 was introduced in 2008 and is the minimum recommended protocol version.,•請確認網站已停用 TLS 1.2 中強度不足的加密方式，包含NULL、RC2、RC4、DES、IDEA與TDES/3DES等演算法。,"• Please confirm that the website has disabled the weak encryption methods in TLS 1.2, including NULL, RC2, RC4, DES, IDEA and TDES/3DES algorithms.",
web,certificate,cert_ssl_too_old_tls1_3,SSL/TLS 協議過舊,Outdated SSL/TLS Versions,未使用 TLS 1.3,No Support for TLS 1.3,H,L,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.32 Security of processing","5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected
",檢測到您的伺服器未使用 TLS 1.3。TLS 1.3 於 2018 問世，是目前安全的協定，請使用 TLS 1.3。,We detected that your server does not support TLS 1.3. TLS 1.3 was introduced in 2018 and is currently a safe protocol version. Please configure your servers to use TLS 1.3.,•請確認網站僅使用 TLS 1.3 ，避免與其他加密方式混用。,• Please make sure the website only uses TLS 1.3 and avoid mixing with other encryption methods,
web,certificate,cert_algo_null,不安全的加密法：使用 NULL 加密套件,Dangerous Ciphers: Supports NULL Ciphers,,,H,L,6.45,4.72,2.73,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.(Protect Cardholder Data with Strong Cryptography During
Transmission Over Open, Public Networks)
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用 NULL 加密套件。 NULL 加密即伺服器選擇不對傳輸訊息進行加密，而是使用已知且公開的演算法進行資料混淆。這種情況等同完全不對資料做任何保護，駭客可以輕易逆向破解來得到機密資訊。NULL 加密不應被使用在正式環境中，請停用。,"We detected that your server uses NULL ciphers. The NULL cipher, or null encryption, is choosing not to use encryption in the system, and is identical to not providing any protection for the communication. An adversary can simply read or decode the data to obtain sensitive information. Do not use NULL ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of NULL ciphers in your web server, for configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_anoy_null,不安全的加密法：使用匿名 NULL 加密套件,Dangerous Ciphers: Supports Anonymous NULL Ciphers,,,H,L,6.45,4.72,2.73,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用匿名 NULL 加密套件。此時伺服器與客戶端連線時，不會進行身份驗證或是憑證交換，因此駭客可能透過中間人攻擊冒充合法服務來劫持機密資訊。請停用匿名 NULL 加密。,"We detected that your server uses Anonymous NULL ciphers. The Anonymous NULL ciphersuites do not perform authentication or certificate exchange when establishing client connections, thus they are vulnerable to man-in-the-middle attacks. Do not use Anonymous NULL ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of Anonymous NULL ciphers in your web server, for configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_export,不安全的加密法：使用 EXPORT 加密套件,Dangerous Ciphers: Supports EXPORT Ciphers,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用 EXPORT 加密套件。EXPORT 加密套件是一組由美國情報機關特意設計且強度較弱的加密法，用以監控美國境外的通訊訊息，因此能被駭客輕易破解。請停用 EXPORT 加密套件。,"We detected that your server uses EXPORT ciphers. The EXPORT ciphersuites were designed by US intelligence agencies to be deliberately weak and can be compromised in a relatively short period of time, which may result in theft of sensitive data.Do not use EXPORT ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of EXPORT ciphers in your web server, for configuration references, check:
    - Windows IIS server:https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_low,不安全的加密法：使用低強度加密套件,Dangerous Ciphers: Supports LOW grade Ciphers,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用低強度加密套件。低強度加密套件，包含 RC2、RC4、MD5、DES 等，使用長度較短的金鑰，因此複雜度與防禦能力均較弱，有許多已知弱點能允許駭客破解加密訊息。請停用低強度加密套件。,"We detected that your server uses LOW grade ciphers. The  LOW grade ciphersuites, including RC2, RC4, MD5, and DES, use shorter encryption keys and offer less complexity and protection. These ciphers have several known weaknesses and can be compromised in a relatively short period of time, which may result in theft of sensitive data. Do not use  LOW grade ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of LOW grade ciphers in your web server, for configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_3des,不安全的加密法：使用 3DES 或 IDEA 加密套件,Dangerous Ciphers: Supports 3DES and IDEA Ciphers,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用 3DES 或 IDEA 加密套件。3DES 雖為低強度加密套件 DES 的加強版，但已被破解且受 SWEET32 等攻擊的威脅。IDEA 為另一用以替代 DES 的加密法，同樣已被破解。這兩種皆為較弱的加密套件，能允許駭客破解加密訊息，請停用。,"We detected that your server uses 3DES and IDEA ciphers. The 3DES cipher is an enhanced version of the LOW grade DES cipher, but it has been cracked and is vulnerable to weaknesses such as the SWEET32 attack. The IDEA  cipher is another alternative to DES and is also vulnerable to several attacks. Do not use 3DES and IDEA ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of 3DES and IDEA ciphers in your web server, for configuration references, check:
    - Windows IIS server:https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_cbc,不安全的加密法：使用 CBC 加密套件,Dangerous Ciphers: Supports CBC Ciphers,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用 CBC 加密套件。 為了對較長的訊息進行加密，會先將明文訊息切成若干個固定大小的區塊、再逐一加密並串連組合來構成完整秘文。CBC （Cipher block chaining）即其中一種組合區塊的方式，由於機制相對簡單，針對 CBC 已有許多攻擊手法，能導致傳輸的機敏資料被破解。請停用 CBC 的加密套件。 ,"We detected that your web server uses CBC ciphers. 
When encrypting larger amounts of data, the plaintext is first divided into fixed-length blocks, which are then encrypted and chained into the full ciphertext. Cipher Block Chaining (CBC) mode is a commonly used type of such operations. Due to its simplicity, CBC is vulnerable to several known attacks and can be compromised in a relatively short period of time, which may result in theft of sensitive data. Do not use CBC ciphers.","為避免此風險，建議參照以下準則：
•請在伺服器設定中停用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Disable usage of CBC ciphers in your web server, for configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_algo_use_no_forward,不安全的加密法：使用不提供前向保密的加密套件,Dangerous Ciphers: Supports STRONG grade Ciphers without Forward Secrecy,,,L,L,1.61,1.18,0.68,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing  (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用不提供前向保密的強加密套件。強加密套件包含 AEAD 等安全且沒有已知威脅的加密法。前向保密，有時稱為完全前向保密，是一種密碼學中的安全屬性，指當前或是長期使用的金鑰如果洩漏了並不會導致過去的對話被破解，能保證歷史通訊的保密性。使用不提供前向保密的強加密套件無法抵擋未來金鑰暴露的威脅。,"We detected that your web server uses STRONG grade ciphersuites that do not provide Forward Secrecy. STRONG grade ciphers, such as AEAD, are secure and have no known weaknesses. Forward Secrecy, also known as Perfect Forward Secrecy, is a feature in cryptography that guarantees the security of past comunication even if long-term secrets used in the session key are compromised. If STRONG grade ciphers without forward secrecy are used, an adversary may decrypt past traffic and leak sensitive information.","為避免此風險，建議參照以下準則：
•請在伺服器設定中使用此加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Enable usage of STRONG grade ciphersuites that provide Forward Secrecy ciphers in your web server, for configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
